item,itemLabel,startDate,endDate,sourceDate,psid
Q3129316,Hedayat Arsala,2001-12,2002-06,2022-07-15,Q3129316-F175545D-CC28-4224-969F-CDB959A02CFE
Q172388,Ashraf Ghani,2002-06-02,2004-12-14,,Q172388-A015BEEC-EE99-4BE0-AEFB-C9A58EBCEA6A
Q3270084,Anwar ul-Haq Ahady,2004-12,2009-02,2022-07-15,Q3270084-480DEBD4-E38A-42E1-BF5E-B5A5A405F1C9
Q7089863,Omar Zakhilwal,2009-02,2015-02,2022-07-15,Q7089863-01209A44-D048-49BA-BE72-A32D4FA1582E
Q16204351,Eklil Ahmad Hakimi,2015-02,2018-03,2022-07-15,Q16204351-C35FAA01-B604-48E1-AB67-DA845E3CD2E1
Q6892292,Mohammad Qayoumi,2018-04,2020-03,2022-07-15,Q6892292-FD236856-A7BD-4175-9AE1-04A412AE496A
Q4665350,Abdul Hadi Arghandiwal,2020-03,2021-01,2022-07-15,Q4665350-4A2028F0-7D8C-472E-958D-5952623BD6FF
Q108096763,Khalid Painda,2021-01,2021-08,2022-07-15,Q108096763-C2444FC3-1F5D-4753-90F4-E31CC387DD0C
Q21662937,Gul Agha Ishakzai,2021-08-24,,2022-07-15,Q21662937-EE1F0167-0D7C-49DB-A0C3-8006B9CCE91B
